transcript,start_time,end_time,participant,hand_labeled
Bmr010,86.999,87.83,mn017,0
Bmr010,88.85,93.392,mn017,0
Bmr010,93.526,95.121,fe008,0
Bmr010,93.689,96.37,me013,0
Bmr010,93.81,97.541,mn005,0
Bmr010,93.84,97.17,me011,0
Bmr010,94.048,95.053,mn014,0
Bmr010,95.121,96.368,fe008,0
Bmr010,96.37,99.543,me013,0
Bmr010,97.66,98.655,me018,0
Bmr010,98.727,100.098,mn014,0
Bmr010,98.999,100.847,mn017,0
Bmr010,101.18,105.075,mn017,0
Bmr010,103.579,105.244,fe008,0
Bmr010,105.332,105.98,me013,0
Bmr010,106.341,113.939,me013,0
Bmr010,114.851,120.646,me013,0
Bmr010,120.943,123.963,me013,0
Bmr010,124.313,128.091,me013,0
Bmr010,126.244,126.719,mn005,0
Bmr010,128.402,129.773,me013,0
Bmr010,130.22,132.27,me013,0
Bmr010,133.13,136.215,me013,0
Bmr010,136.496,139.254,me013,0
Bmr010,139.526,143.797,me013,0
Bmr010,143.797,148.071,me013,0
Bmr010,147.971,148.465,mn005,0
Bmr010,148.802,149.476,me013,0
Bmr010,150.069,155.42,me013,0
Bmr010,155.796,161.002,me013,0
Bmr010,161.11,161.615,mn014,0
Bmr010,161.563,168.786,me013,0
Bmr010,169.357,172.405,me013,0
Bmr010,172.8,174.556,me013,0
Bmr010,175.047,175.463,mn005,0
Bmr010,175.222,181.659,me013,0
Bmr010,182.048,184.405,me013,0
Bmr010,184.79,187.917,me013,0
Bmr010,188.68,193.347,me013,0
Bmr010,193.392,193.892,mn005,0
Bmr010,193.764,198.863,me013,0
Bmr010,198.863,204.518,me013,0
Bmr010,199.241,199.854,mn005,0
Bmr010,204.956,206.209,me013,0
Bmr010,206.209,208.835,me013,0
Bmr010,209.467,214.952,me013,0
Bmr010,215.411,215.866,mn005,0
Bmr010,215.468,220.375,me013,0
Bmr010,220.375,226.402,me013,0
Bmr010,226.667,232.565,me013,0
Bmr010,226.67,227.298,mn005,0
Bmr010,232.79,233.417,mn005,0
Bmr010,232.902,235.154,me013,0
Bmr010,234.959,235.406,mn005,0
Bmr010,235.412,238.515,me013,0
Bmr010,236.707,238.106,mn005,0
Bmr010,239.005,242.305,me013,0
Bmr010,241.52,241.891,fe008,0
Bmr010,242.317,243.93,fe008,0
Bmr010,242.989,244.427,mn014,0
Bmr010,243.93,244.743,fe008,0
Bmr010,244.961,255.439,mn014,0
Bmr010,251.364,252.2,me013,0
Bmr010,255.439,256.772,mn014,0
Bmr010,257.354,266.85,mn014,0
Bmr010,267.486,278.095,mn014,0
Bmr010,273.501,274.213,me013,0
Bmr010,276.73,277.319,me013,0
Bmr010,278.657,281.504,mn014,0
Bmr010,282.34,286.021,mn014,0
Bmr010,286.29,287.167,mn014,0
Bmr010,287.474,288.294,mn005,0
Bmr010,287.549,292.375,mn014,0
Bmr010,292.791,294.874,mn014,0
Bmr010,295.307,302.774,mn014,0
Bmr010,302.774,304.241,mn014,0
Bmr010,304.995,310.992,fe008,0
Bmr010,308.24,308.797,me013,0
Bmr010,311.495,318.873,fe008,0
Bmr010,318.463,321.264,mn014,0
Bmr010,321.798,322.471,mn014,0
Bmr010,322.899,327.421,mn014,0
Bmr010,326.276,327.066,me013,0
Bmr010,327.847,336.936,mn014,0
Bmr010,336.099,339.58,me011,0
Bmr010,338.55,345.435,mn014,0
Bmr010,341.15,341.625,me011,0
Bmr010,342.014,342.796,mn005,0
Bmr010,342.033,342.942,mn017,0
Bmr010,343.356,343.86,mn017,0
Bmr010,345.831,346.938,mn014,0
Bmr010,347.387,348.109,mn014,0
Bmr010,347.4,350.428,mn017,0
Bmr010,347.631,348.382,mn005,0
Bmr010,350.815,351.884,mn014,0
Bmr010,351.884,356.162,mn014,0
Bmr010,356.518,361.679,mn014,0
Bmr010,362.083,362.8,mn017,0
Bmr010,362.148,367.561,mn014,0
Bmr010,368.206,370.602,mn014,0
Bmr010,370.626,371.239,me013,0
Bmr010,370.695,371.13,mn017,0
Bmr010,371.919,375.169,fe008,0
Bmr010,374.681,375.835,mn014,0
Bmr010,375.408,379.098,fe008,0
Bmr010,377.966,378.567,mn014,0
Bmr010,379.003,380.663,mn014,0
Bmr010,381.181,391.334,mn014,0
Bmr010,392.35,394.83,mn014,0
Bmr010,395.165,398.987,mn014,0
Bmr010,399.715,404.212,mn014,0
Bmr010,403.959,406.601,me011,0
Bmr010,404.282,404.673,mn005,0
Bmr010,407.106,413.952,me011,0
Bmr010,407.987,408.528,mn014,0
Bmr010,408.916,409.29,mn014,0
Bmr010,410.37,410.749,mn014,0
Bmr010,411.002,411.63,mn005,0
Bmr010,412.429,413.198,mn005,0
Bmr010,412.47,412.932,mn014,0
Bmr010,413.305,414.291,mn014,0
Bmr010,413.472,419.599,fe008,0
Bmr010,414.126,414.908,mn005,0
Bmr010,414.31,415.38,me013,0
Bmr010,414.901,415.391,me011,0
Bmr010,416.12,416.601,me011,0
Bmr010,418.602,419.233,me013,0
Bmr010,419.763,422.493,me013,0
Bmr010,422.662,430.181,me013,0
Bmr010,424.019,424.453,mn014,0
Bmr010,428.893,429.287,mn014,0
Bmr010,429.754,432.564,mn014,0
Bmr010,429.755,432.896,me011,0
Bmr010,432.861,437.213,mn014,0
Bmr010,437.213,438.855,mn014,0
Bmr010,438.855,442.954,mn014,0
Bmr010,442.822,443.413,me013,0
Bmr010,442.954,445.883,mn014,0
Bmr010,445.793,450.796,me013,0
Bmr010,447.567,447.933,mn014,0
Bmr010,447.879,448.32,fe008,0
Bmr010,449.613,450.029,mn014,0
Bmr010,449.689,450.282,mn005,0
Bmr010,450.919,451.396,fe008,0
Bmr010,452.02,455.482,fe008,0
Bmr010,455.778,459.181,fe008,0
Bmr010,459.181,464.938,fe008,0
Bmr010,464.938,468.738,fe008,0
Bmr010,469.029,471.04,fe008,0
Bmr010,471.04,480.198,fe008,0
Bmr010,480.396,485.737,fe008,0
Bmr010,485.066,485.699,me013,0
Bmr010,485.737,491.987,fe008,0
Bmr010,492.421,496.457,fe008,0
Bmr010,496.774,501.77,fe008,0
Bmr010,502.047,507.871,fe008,0
Bmr010,508.181,513.029,fe008,0
Bmr010,513.361,516.448,fe008,0
Bmr010,516.748,522.445,fe008,0
Bmr010,521.06,521.656,me013,0
Bmr010,522.88,524.088,fe008,0
Bmr010,524.372,528.053,fe008,0
Bmr010,528.39,533.989,fe008,0
Bmr010,533.989,538.162,fe008,0
Bmr010,538.424,543.569,fe008,0
Bmr010,543.54,545.486,mn014,0
Bmr010,546.041,547.563,mn014,0
Bmr010,547.987,554.096,mn014,0
Bmr010,551.445,551.988,me013,0
Bmr010,554.55,557.285,mn014,0
Bmr010,557.532,560.518,mn014,0
Bmr010,560.518,566.271,mn014,0
Bmr010,565.879,566.371,me013,0
Bmr010,566.904,568.137,mn014,0
Bmr010,568.527,576.55,mn014,0
Bmr010,576.55,579.245,mn014,0
Bmr010,579.245,585.987,mn014,0
Bmr010,583.75,584.726,me013,0
Bmr010,585.987,587.86,mn014,0
Bmr010,587.451,588.877,fe008,0
Bmr010,588.164,593.368,mn014,0
Bmr010,590.569,591.129,fe008,0
Bmr010,593.942,597.394,mn014,0
Bmr010,596.895,600.074,me011,0
Bmr010,598.684,599.118,mn014,0
Bmr010,600.331,602.707,me011,1
Bmr010,602.77,605.383,fe008,0
Bmr010,603.465,604.014,me011,0
Bmr010,605.383,610.698,fe008,0
Bmr010,608.542,609.012,me011,0
Bmr010,609.885,613.045,mn014,0
Bmr010,610.698,611.742,fe008,0
Bmr010,613.15,615.98,fe008,0
Bmr010,613.26,613.739,me013,0
Bmr010,615.314,617.722,me011,0
Bmr010,615.734,616.96,mn014,0
Bmr010,617.297,618.297,mn014,0
Bmr010,617.79,620.728,fe008,0
Bmr010,618.749,619.191,mn014,0
Bmr010,620.257,625.879,mn014,0
Bmr010,621.414,622.765,fe008,0
Bmr010,623.196,624.889,fe008,0
Bmr010,625.781,627.63,fe008,0
Bmr010,627.04,630.139,me013,0
Bmr010,630.673,634.86,me013,0
Bmr010,634.478,635.284,fe008,0
Bmr010,635.161,642.952,me013,0
Bmr010,639.116,639.611,fe008,0
Bmr010,643.562,649.938,me013,0
Bmr010,650.424,654.11,me013,0
Bmr010,654.601,659.755,me013,0
Bmr010,658.647,659.076,me011,0
Bmr010,659.134,662.358,mn017,0
Bmr010,659.885,666.434,me011,0
Bmr010,663.207,663.6,mn014,0
Bmr010,663.399,663.82,me013,0
Bmr010,666.329,666.781,me013,0
Bmr010,666.98,671.26,me011,0
Bmr010,669.572,670.208,fe008,0
Bmr010,671.279,671.748,me013,0
Bmr010,671.79,673.829,fe008,0
Bmr010,674.181,676.391,fe008,0
Bmr010,676.857,681.027,fe008,0
Bmr010,678.298,678.803,me013,0
Bmr010,681.027,683.638,fe008,0
Bmr010,683.989,687.065,fe008,0
Bmr010,687.065,689.38,fe008,0
Bmr010,687.098,687.553,me013,0
Bmr010,689.571,690.328,me013,0
Bmr010,690.53,698.068,fe008,1
Bmr010,698.115,699.353,me013,0
Bmr010,698.935,700.407,me011,0
Bmr010,701.37,703.834,me011,0
Bmr010,703.258,708.401,fe008,0
Bmr010,708.598,710.422,fe008,0
Bmr010,708.621,709.628,me018,0
Bmr010,709.443,711.522,me011,0
Bmr010,710.576,715.325,fe008,0
Bmr010,715.585,723.578,fe008,0
Bmr010,723.576,727.803,me013,0
Bmr010,723.578,724.309,fe008,0
Bmr010,727.78,728.189,me011,0
Bmr010,728.208,730.712,fe008,0
Bmr010,728.623,732.16,me013,0
Bmr010,731.067,734.034,fe008,0
Bmr010,733.147,736.475,me013,0
Bmr010,736.475,741.36,me013,0
Bmr010,736.63,737.152,fe008,0
Bmr010,739.576,740.957,fe008,0
Bmr010,740.235,744.139,mn017,0
Bmr010,742.165,742.78,me013,0
Bmr010,744.692,750.32,mn017,0
Bmr010,748.836,749.907,fe008,0
Bmr010,750.285,750.887,fe008,0
Bmr010,750.32,753.665,mn017,0
Bmr010,752.498,754.765,me013,0
Bmr010,756.35,760.338,me011,0
Bmr010,756.398,757.05,fe008,0
Bmr010,760.631,765.875,me011,0
Bmr010,764.104,764.538,mn014,0
Bmr010,765.387,766.106,fe008,0
Bmr010,766.132,770.958,me011,0
Bmr010,771.255,776.965,me011,0
Bmr010,775.669,776.5,me013,0
Bmr010,775.68,776.193,fe008,0
Bmr010,777.047,777.592,me013,0
Bmr010,777.4,779.542,me011,0
Bmr010,779.96,784.248,me011,0
Bmr010,784.15,790.768,fe008,0
Bmr010,791.025,794.073,fe008,0
Bmr010,793.336,796.365,me011,0
Bmr010,794.7,796.127,fe008,0
Bmr010,796.276,801.978,fe008,0
Bmr010,801.978,805.321,fe008,0
Bmr010,805.57,809.811,fe008,0
Bmr010,809.811,811.142,fe008,0
Bmr010,811.182,813.167,me011,0
Bmr010,813.408,814.542,fe008,0
Bmr010,813.518,814.031,mn014,0
Bmr010,814.421,816.122,me011,0
Bmr010,815.268,815.747,mn014,0
Bmr010,815.94,818.23,fe008,0
Bmr010,816.756,817.152,me011,0
Bmr010,818.507,821.555,fe008,0
Bmr010,819.341,819.838,me011,0
Bmr010,820.16,820.565,me013,0
Bmr010,821.555,822.96,fe008,0
Bmr010,823.24,827.651,fe008,0
Bmr010,827.651,831.195,fe008,0
Bmr010,827.87,828.254,me011,0
Bmr010,831.195,834.473,fe008,0
Bmr010,832.81,833.443,me013,0
Bmr010,834.71,839.143,fe008,0
Bmr010,839.216,839.769,me013,0
Bmr010,840.224,843.892,me013,0
Bmr010,844.37,848.944,fe008,0
Bmr010,845.549,846.162,me013,0
Bmr010,848.539,852.106,me013,0
Bmr010,852.806,859.781,me013,0
Bmr010,858.251,861.512,fe008,0
Bmr010,860.55,864.858,me013,0
Bmr010,865.171,866.58,fe008,0
Bmr010,866.89,869.467,me011,1
Bmr010,866.894,867.56,me013,0
Bmr010,870.47,871.608,me011,0
Bmr010,872.09,875.964,me011,0
Bmr010,877.192,882.562,me013,0
Bmr010,881.149,881.707,me011,0
Bmr010,882.102,882.715,fe008,0
Bmr010,883.046,886.628,me013,0
Bmr010,886.433,888.225,me011,0
Bmr010,889.782,891.549,me013,1
Bmr010,891.954,893.619,me013,0
Bmr010,893.58,894.072,fe008,0
Bmr010,894.427,898.081,fe008,0
Bmr010,895.023,897.447,me013,0
Bmr010,897.835,905.743,me013,0
Bmr010,906.06,909.032,me013,0
Bmr010,907.818,908.289,me011,0
Bmr010,908.378,909.856,fe008,0
Bmr010,909.245,910.402,me011,0
Bmr010,909.438,911.14,me013,0
Bmr010,911.005,914.037,me011,0
Bmr010,914.25,914.597,me013,0
Bmr010,914.791,915.306,me011,0
Bmr010,914.863,920.087,fe008,0
Bmr010,919.092,919.629,me011,0
Bmr010,919.429,919.945,mn005,0
Bmr010,919.716,920.033,mn014,0
Bmr010,920.087,921.231,fe008,0
Bmr010,921.781,929.624,fe008,0
Bmr010,929.91,932.18,fe008,0
Bmr010,932.238,934.8,me013,0
Bmr010,932.586,933.846,me011,0
Bmr010,933.768,934.66,fe008,0
Bmr010,934.8,939.134,me013,0
Bmr010,935.223,935.892,mn014,0
Bmr010,936.622,937.25,fe008,0
Bmr010,939.475,942.399,me013,0
Bmr010,942.839,948.621,me013,0
Bmr010,948.621,950.925,me013,0
Bmr010,950.204,950.612,mn014,0
Bmr010,950.3,950.871,fe008,0
Bmr010,950.635,951.049,mn005,0
Bmr010,951.238,958.46,me013,0
Bmr010,958.46,959.759,me013,0
Bmr010,958.814,959.317,fe008,0
Bmr010,960.46,964.389,me013,0
Bmr010,964.904,969.155,me013,0
Bmr010,968.31,968.859,mn005,0
Bmr010,969.155,972.401,me013,0
Bmr010,973.15,975.409,me013,0
Bmr010,975.409,980.117,me013,0
Bmr010,976.692,977.021,me011,0
Bmr010,979.991,980.676,fe008,0
Bmr010,980.552,981.343,me013,0
Bmr010,980.852,984.44,fe008,0
Bmr010,984.654,985.802,fe008,0
Bmr010,985.549,986.241,me013,0
Bmr010,986.049,992.307,fe008,0
Bmr010,992.602,995.272,fe008,0
Bmr010,995.379,997.095,me013,0
Bmr010,996.154,996.758,fe008,0
Bmr010,997.095,1003.98,me013,0
Bmr010,997.2,997.967,mn005,0
Bmr010,1001.427,1001.9,fe008,0
Bmr010,1004.235,1005.292,me013,0
Bmr010,1005.659,1006.154,mn014,0
Bmr010,1005.76,1006.373,mn005,0
Bmr010,1005.874,1006.4,fe008,0
Bmr010,1006.315,1010.797,me013,0
Bmr010,1010.214,1011.514,me011,0
Bmr010,1012.268,1015.023,me011,0
Bmr010,1016.648,1017.306,me013,0
Bmr010,1016.651,1017.086,fe008,0
Bmr010,1017.934,1019.437,me013,0
Bmr010,1019.145,1019.593,me011,0
Bmr010,1019.437,1025.492,me013,0
Bmr010,1026.143,1030.26,me013,0
Bmr010,1028.327,1028.804,me011,0
Bmr010,1031.29,1034.6,me013,0
Bmr010,1034.366,1035.038,fe008,0
Bmr010,1035.012,1035.704,mn005,0
Bmr010,1037.938,1044.361,mn005,0
Bmr010,1044.63,1047.864,fe008,0
Bmr010,1046.389,1047.961,mn005,0
Bmr010,1048.252,1053.445,fe008,0
Bmr010,1053.718,1054.817,fe008,0
Bmr010,1053.726,1054.126,mn005,0
Bmr010,1055.156,1059.874,mn005,0
Bmr010,1058.56,1063.302,fe008,0
Bmr010,1063.5,1068.109,fe008,0
Bmr010,1068.293,1072.477,fe008,0
Bmr010,1071.307,1071.767,mn005,0
Bmr010,1072.843,1075.941,fe008,0
Bmr010,1076.042,1079.32,fe008,0
Bmr010,1078.42,1078.834,me011,0
Bmr010,1079.111,1080.021,mn005,0
Bmr010,1079.657,1080.706,me011,0
Bmr010,1081.082,1085.374,me011,0
Bmr010,1085.5,1086.0,mn005,0
Bmr010,1085.822,1087.14,me011,0
Bmr010,1088.294,1090.502,me011,0
Bmr010,1090.406,1092.408,fe008,0
Bmr010,1090.464,1090.91,mn005,0
Bmr010,1091.304,1091.965,mn005,0
Bmr010,1091.916,1093.321,me011,0
Bmr010,1092.647,1094.488,fe008,0
Bmr010,1094.981,1096.466,fe008,0
Bmr010,1095.028,1098.404,mn017,0
Bmr010,1097.858,1100.431,me011,0
Bmr010,1099.854,1101.021,mn017,0
Bmr010,1100.199,1100.669,mn005,0
Bmr010,1100.8,1105.274,me011,0
Bmr010,1102.99,1103.634,mn017,0
Bmr010,1103.81,1104.401,mn005,0
Bmr010,1104.003,1110.393,me013,1
Bmr010,1110.565,1113.196,fe008,0
Bmr010,1110.608,1111.803,me011,1
Bmr010,1111.311,1111.797,mn005,0
Bmr010,1111.97,1112.362,me013,0
Bmr010,1113.196,1115.866,fe008,0
Bmr010,1113.85,1114.338,me013,0
Bmr010,1115.866,1119.891,fe008,0
Bmr010,1119.865,1120.439,me013,0
Bmr010,1119.891,1125.687,fe008,0
Bmr010,1125.008,1125.364,me013,0
Bmr010,1125.923,1128.127,fe008,0
Bmr010,1128.292,1130.542,fe008,1
Bmr010,1131.24,1132.837,fe008,0
Bmr010,1133.016,1141.369,fe008,1
Bmr010,1141.369,1143.338,fe008,0
Bmr010,1143.55,1144.549,me013,1
Bmr010,1144.541,1145.06,me011,0
Bmr010,1145.056,1145.607,fe008,0
Bmr010,1145.634,1149.8,me013,0
Bmr010,1150.07,1152.205,fe008,0
Bmr010,1150.144,1157.583,me013,0
Bmr010,1156.069,1157.227,fe008,0
Bmr010,1156.362,1156.885,me011,0
Bmr010,1157.583,1159.71,me013,0
Bmr010,1159.01,1160.012,me011,0
Bmr010,1160.33,1162.014,me011,0
Bmr010,1160.519,1161.416,fe008,0
Bmr010,1162.355,1163.033,me013,0
Bmr010,1162.362,1164.187,fe008,0
Bmr010,1163.698,1167.267,me018,0
Bmr010,1164.786,1165.949,me011,0
Bmr010,1167.138,1168.737,me013,0
Bmr010,1168.737,1170.697,me013,0
Bmr010,1170.697,1172.794,me013,0
Bmr010,1171.843,1173.166,mn017,0
Bmr010,1171.922,1172.485,me018,0
Bmr010,1173.653,1176.412,fe008,0
Bmr010,1176.908,1177.356,me013,0
Bmr010,1178.138,1179.479,me013,0
Bmr010,1181.355,1183.308,me013,0
Bmr010,1184.29,1184.911,me013,0
Bmr010,1185.508,1188.741,me013,0
Bmr010,1187.43,1188.652,fe008,0
Bmr010,1188.847,1189.369,me011,0
Bmr010,1190.1,1193.63,me011,0
Bmr010,1193.909,1196.351,me011,0
Bmr010,1194.898,1195.529,mn005,0
Bmr010,1196.698,1202.253,me011,0
Bmr010,1202.81,1204.852,me011,0
Bmr010,1204.852,1206.632,me011,0
Bmr010,1206.964,1207.92,me011,0
Bmr010,1208.569,1210.058,me011,0
Bmr010,1210.434,1213.43,me011,0
Bmr010,1213.753,1219.266,me013,0
Bmr010,1218.12,1218.573,me011,0
Bmr010,1219.266,1221.701,me013,1
Bmr010,1220.366,1223.177,me018,0
Bmr010,1222.425,1222.915,me011,0
Bmr010,1223.177,1223.937,me018,0
Bmr010,1223.326,1226.368,me011,0
Bmr010,1226.677,1229.102,me011,0
Bmr010,1229.102,1233.858,me011,0
Bmr010,1234.31,1235.482,me011,0
Bmr010,1234.36,1234.898,me013,0
Bmr010,1235.602,1237.099,me013,1
Bmr010,1236.37,1239.167,me011,0
Bmr010,1239.3,1240.614,fe008,0
Bmr010,1240.841,1242.596,fe008,0
Bmr010,1241.258,1241.685,mn014,0
Bmr010,1243.146,1243.979,me011,0
Bmr010,1244.477,1245.03,fe008,0
Bmr010,1244.79,1247.278,me013,0
Bmr010,1246.442,1247.439,me011,0
Bmr010,1248.362,1250.71,me011,0
Bmr010,1249.685,1250.362,me013,0
Bmr010,1250.779,1252.897,me013,0
Bmr010,1253.795,1254.595,me011,0
Bmr010,1256.11,1257.822,me011,0
Bmr010,1258.079,1265.674,me011,0
Bmr010,1264.949,1265.857,fe008,0
Bmr010,1265.951,1267.378,me011,0
Bmr010,1267.952,1273.485,me011,0
Bmr010,1274.745,1275.211,me011,0
Bmr010,1275.578,1277.152,me013,0
Bmr010,1277.414,1281.624,me013,0
Bmr010,1282.171,1287.891,me013,0
Bmr010,1289.24,1291.45,me013,0
Bmr010,1291.829,1297.002,me013,0
Bmr010,1296.037,1296.658,me011,0
Bmr010,1297.357,1303.308,me013,0
Bmr010,1302.634,1303.514,me011,0
Bmr010,1303.565,1310.614,me013,0
Bmr010,1303.817,1304.114,mn005,0
Bmr010,1304.035,1304.628,mn014,0
Bmr010,1310.496,1311.031,me011,0
Bmr010,1311.137,1313.179,me013,0
Bmr010,1311.274,1312.192,mn005,0
Bmr010,1313.179,1323.19,me013,0
Bmr010,1317.44,1317.949,me011,0
Bmr010,1321.767,1327.337,me011,1
Bmr010,1326.34,1330.069,me013,0
Bmr010,1327.758,1328.292,mn005,0
Bmr010,1329.372,1330.669,mn017,0
Bmr010,1331.672,1336.975,mn017,0
Bmr010,1337.42,1340.542,mn017,0
Bmr010,1340.69,1341.062,me013,0
Bmr010,1340.823,1341.865,mn017,0
Bmr010,1342.192,1342.972,mn017,0
Bmr010,1343.242,1347.378,mn017,0
Bmr010,1347.378,1351.405,mn017,0
Bmr010,1351.657,1352.432,fe008,0
Bmr010,1352.61,1355.347,mn017,0
Bmr010,1355.714,1356.152,me013,0
Bmr010,1356.395,1357.264,me011,0
Bmr010,1356.734,1358.089,mn017,0
Bmr010,1357.822,1359.694,me011,0
Bmr010,1359.543,1360.242,mn017,0
Bmr010,1360.123,1364.145,me011,0
Bmr010,1363.633,1364.057,mn017,0
Bmr010,1364.145,1368.7,me011,0
Bmr010,1368.399,1369.046,mn017,0
Bmr010,1369.392,1370.353,me011,0
Bmr010,1370.353,1373.261,me011,0
Bmr010,1373.261,1377.713,me011,0
Bmr010,1377.855,1378.308,mn005,0
Bmr010,1377.93,1378.32,me013,0
Bmr010,1378.06,1379.661,me011,0
Bmr010,1378.94,1380.57,fe008,0
Bmr010,1379.115,1382.456,me013,0
Bmr010,1382.767,1383.466,me013,0
Bmr010,1383.981,1388.512,me013,0
Bmr010,1388.512,1390.689,me013,0
Bmr010,1391.35,1392.677,me013,0
Bmr010,1392.999,1394.585,me013,0
Bmr010,1394.585,1401.211,me013,0
Bmr010,1401.211,1405.189,me013,0
Bmr010,1405.189,1410.9,me013,0
Bmr010,1406.138,1406.826,mn005,0
Bmr010,1407.609,1408.745,fe008,0
Bmr010,1409.278,1411.891,fe008,0
Bmr010,1411.891,1418.28,fe008,0
Bmr010,1413.76,1414.63,me011,0
Bmr010,1418.28,1422.517,fe008,0
Bmr010,1421.199,1422.445,me013,0
Bmr010,1421.304,1425.775,me011,0
Bmr010,1423.165,1424.454,fe008,0
Bmr010,1424.742,1425.394,fe008,0
Bmr010,1425.342,1425.932,me013,0
Bmr010,1425.932,1427.204,me013,0
Bmr010,1426.567,1428.873,me011,0
Bmr010,1429.159,1432.382,me011,0
Bmr010,1433.007,1435.13,me011,0
Bmr010,1435.136,1437.01,me013,0
Bmr010,1436.437,1438.6,me011,0
Bmr010,1438.473,1441.459,me013,0
Bmr010,1440.488,1441.976,fe008,0
Bmr010,1441.459,1446.563,me013,0
Bmr010,1446.563,1449.661,me013,0
Bmr010,1448.941,1449.497,mn005,0
Bmr010,1449.182,1449.637,fe008,0
Bmr010,1449.931,1450.897,me013,0
Bmr010,1451.22,1452.1,fe008,0
Bmr010,1451.332,1456.075,me013,0
Bmr010,1456.416,1459.719,me013,0
Bmr010,1458.141,1458.555,me011,0
Bmr010,1458.617,1459.148,mn005,0
Bmr010,1458.847,1463.515,fe008,0
Bmr010,1463.515,1465.981,fe008,0
Bmr010,1465.07,1465.454,me011,0
Bmr010,1466.279,1469.321,fe008,0
Bmr010,1468.575,1472.921,me011,0
Bmr010,1473.368,1473.738,mn005,0
Bmr010,1473.686,1477.553,me011,0
Bmr010,1473.842,1476.494,fe008,0
Bmr010,1474.478,1475.121,mn005,0
Bmr010,1476.494,1482.865,fe008,0
Bmr010,1480.929,1481.553,mn014,0
Bmr010,1481.326,1482.157,mn005,0
Bmr010,1481.358,1482.049,me013,0
Bmr010,1482.076,1486.451,me011,0
Bmr010,1483.39,1485.647,fe008,0
Bmr010,1485.91,1490.373,fe008,0
Bmr010,1489.75,1490.863,me011,0
Bmr010,1491.41,1495.619,me013,0
Bmr010,1492.536,1495.566,fe008,0
Bmr010,1496.322,1497.42,me013,0
Bmr010,1498.113,1501.01,me013,0
Bmr010,1498.116,1499.035,fe008,0
Bmr010,1500.389,1503.911,fe008,0
Bmr010,1502.824,1503.722,me013,0
Bmr010,1504.188,1507.017,fe008,0
Bmr010,1505.931,1508.004,me013,1
Bmr010,1507.456,1510.367,mn017,0
Bmr010,1511.65,1515.767,mn017,0
Bmr010,1515.767,1524.134,mn017,0
Bmr010,1524.1,1524.487,me013,0
Bmr010,1524.51,1525.105,mn017,0
Bmr010,1525.105,1526.015,mn017,0
Bmr010,1525.988,1526.808,me011,0
Bmr010,1526.015,1528.982,mn017,0
Bmr010,1528.25,1528.939,me011,0
Bmr010,1528.982,1533.871,mn017,0
Bmr010,1529.452,1530.045,mn014,0
Bmr010,1531.88,1536.942,fe008,0
Bmr010,1536.827,1537.589,mn017,0
Bmr010,1537.148,1540.563,fe008,0
Bmr010,1537.175,1537.796,me011,0
Bmr010,1540.563,1546.084,fe008,0
Bmr010,1544.473,1545.414,mn017,0
Bmr010,1546.442,1550.083,fe008,0
Bmr010,1550.047,1550.729,mn017,0
Bmr010,1550.713,1554.808,fe008,0
Bmr010,1554.808,1561.042,fe008,0
Bmr010,1561.418,1561.89,fe008,0
Bmr010,1562.229,1566.057,fe008,0
Bmr010,1566.266,1572.41,fe008,0
Bmr010,1566.284,1568.826,mn017,0
Bmr010,1571.417,1576.256,mn017,0
Bmr010,1573.11,1573.486,mn014,0
Bmr010,1574.059,1574.746,fe008,0
Bmr010,1575.22,1575.64,fe008,0
Bmr010,1576.079,1576.621,fe008,0
Bmr010,1576.256,1577.966,mn017,0
Bmr010,1576.257,1578.029,me011,0
Bmr010,1577.966,1580.786,mn017,0
Bmr010,1577.999,1578.501,mn014,0
Bmr010,1581.165,1585.232,mn017,0
Bmr010,1582.912,1583.798,me011,0
Bmr010,1585.93,1587.741,mn017,0
Bmr010,1588.117,1590.355,mn017,0
Bmr010,1590.242,1590.8,fe008,0
Bmr010,1590.355,1593.679,mn017,0
Bmr010,1591.361,1592.615,fe008,0
Bmr010,1591.808,1595.804,me011,0
Bmr010,1593.79,1596.839,fe008,0
Bmr010,1593.943,1594.754,mn005,0
Bmr010,1596.155,1596.813,mn017,0
Bmr010,1596.839,1599.91,fe008,0
Bmr010,1599.04,1599.874,mn017,0
Bmr010,1600.178,1605.6,fe008,0
Bmr010,1601.352,1601.818,mn017,0
Bmr010,1605.711,1606.065,mn005,0
Bmr010,1606.062,1609.543,mn017,0
Bmr010,1609.543,1611.498,mn017,0
Bmr010,1611.732,1613.191,fe008,0
Bmr010,1612.186,1615.106,mn017,0
Bmr010,1615.378,1618.228,mn017,0
Bmr010,1616.88,1617.611,me011,0
Bmr010,1617.56,1618.311,mn005,0
Bmr010,1618.228,1622.639,mn017,0
Bmr010,1622.705,1623.378,fe008,0
Bmr010,1623.252,1624.502,mn017,0
Bmr010,1623.715,1624.753,me013,0
Bmr010,1623.901,1627.204,me011,0
Bmr010,1624.863,1627.847,fe008,0
Bmr010,1625.559,1626.099,mn005,0
Bmr010,1627.021,1630.276,mn005,0
Bmr010,1628.144,1631.101,me011,0
Bmr010,1630.997,1633.433,mn017,0
Bmr010,1634.245,1636.852,mn017,0
Bmr010,1636.852,1637.913,mn017,0
Bmr010,1638.462,1640.141,mn017,0
Bmr010,1640.743,1645.265,mn017,0
Bmr010,1643.42,1644.678,me011,0
Bmr010,1645.583,1648.063,mn017,0
